LanguageHaveWorkedWith,ConvertedCompYearly,YearsCode,ResponseId,,,ExperienceGroup,N Python,N JS/Java,Mean Python,Mean JS/Java,MeanDiff J minus Py,%Diff J vs Py,T Stat Welch,P Value Two Tailed
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,185000,26,37192,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,200000,10,37209,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,300000,25,37230,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;TypeScript,188000,16,37276,,,,,,,,,,,
Java,187000,10,37279,,,,,,,,,,,
C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Lua;MicroPython;Python;R;SQL;Swift;TypeScript,150000,30,37285,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby,90000,20,37299,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;TypeScript,52000,3,37302,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,107000,12,37311,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Python;Ruby;TypeScript,400000,14,37359,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,150000,11,37368,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Ruby,88400,7,37372,,,,,,,,,,,
JavaScript;TypeScript,190000,8,37407,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,156000,26,37411,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;MATLAB;PowerShell;Python;Rust;SQL;TypeScript,80000,10,37430,,,,,,,,,,,
C#;JavaScript;SQL,110000,20,37435,,,,,,,,,,,
HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,120000,6,37460,,,,,,,,,,,
Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,195000,26,37466,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,160000,25,37481,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;Swift;TypeScript,228000,29,37482,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,185000,9,37489,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python,129250,23,37498,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;SQL;TypeScript,94500,14,37530,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,90000,6,37531,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,110000,8,37542,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,170000,15,37543,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,270000,9,37552,,,,,,,,,,,
HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,140000,12,37553,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,100000,30,37554,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL;Swift;TypeScript,150000,10,37555,,,,,,,,,,,
C;C++;Java;Python,325000,10,37566,,,,,,,,,,,
C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript,200000,30,37567,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net),105000,7,37600,,,,,,,,,,,
Bash/Shell (all shells);C#;F#;Go;HTML/CSS;JavaScript;Python;Rust;SQL,140000,11,37636,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Perl;Scala;SQL,210000,30,37643,,,,,,,,,,,
C#;Java;Python,120000,17,37648,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,140000,23,37649,,,,,,,,,,,
Bash/Shell (all shells);C;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL,120000,5,37657,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL;TypeScript,150000,10,37658,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;Java;OCaml;Rust;Scala,252440,25,37666,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,130000,30,37694,,,,,,,,,,,
C#;Go;HTML/CSS;JavaScript;PHP;SQL,236000,30,37702,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),119000,13,37704,,,,,,,,,,,
C#;JavaScript;SQL;TypeScript,232000,15,37721,,,,,,,,,,,
Java;JavaScript;Python,197000,25,37727,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,100000,7,37728,,,,,,,,,,,
Java;JavaScript;Python,150000,25,37737,,,,,,,,,,,
C;C#;C++;F#;HTML/CSS;JavaScript;PowerShell;Python;R;Rust;SQL;TypeScript,100000,5,37779,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,105000,30,37798,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;SQL;TypeScript,320000,10,37839,,,,,,,,,,,
C;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,190000,10,38181,,,,,,,,,,,
C;C++;Java;Python;Scala;SQL,187500,26,38199,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,151000,17,38215,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,175000,16,38232,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Zig,215000,15,38276,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,210000,24,38335,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,115000,7,38371,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;R;SQL,120000,20,38395,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Lua;Python;Rust;SQL,171000,17,38440,,,,,,,,,,,
C#;JavaScript;TypeScript,140000,11,38459,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,120000,10,38481,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;VBA,93000,28,38518,,,,,,,,,,,
Bash/Shell (all shells);C;Go;JavaScript;Python;Rust;TypeScript,195000,18,38551,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lisp;Python;TypeScript,200000,10,38590,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,40000,5,38611,,,,,,,,,,,
C;JavaScript;Lua;PowerShell;Zig,48000,11,38631,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,110000,15,38679,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;MicroPython;Perl;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),150000,12,38741,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript,150000,17,38762,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;TypeScript,110000,9,38766,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,80500,20,38777,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Java;PowerShell;Python;Rust;Scala;SQL,350000,17,38779,,,,,,,,,,,
Go;Java;JavaScript;Kotlin;Python;SQL;TypeScript,350000,20,38787,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;OCaml;Python;Ruby;Rust;SQL;TypeScript;Zig,120000,7,38799,,,,,,,,,,,
C#;C++;HTML/CSS;JavaScript;SQL,112307,4,38800,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Scala;SQL,159000,30,38807,,,,,,,,,,,
Dart;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript,160000,15,38818,,,,,,,,,,,
Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,120000,12,38826,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Python;SQL,125000,6,38834,,,,,,,,,,,
Bash/Shell (all shells);GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;MicroPython;Python;Rust;SQL;Swift;TypeScript,410000,18,38867,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,81000,12,38880,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,190000,17,38921,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,220000,24,38954,,,,,,,,,,,
Bash/Shell (all shells);Elixir;GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript,150000,13,38986,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,52000,6,38994,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Go;Java;JavaScript;Python;Rust;SQL;TypeScript,275000,12,38995,,,,,,,,,,,
HTML/CSS;JavaScript,290037,15,39004,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,255000,26,39012,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Kotlin;PHP;Python;Ruby;Scala;SQL;TypeScript,160000,9,39023,,,,,,,,,,,
C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Python;SQL,75809,4,39039,,,,,,,,,,,
Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;Rust;SQL;TypeScript,70000,12,39044,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;F#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Visual Basic (.Net),80000,11,39085,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,150000,17,39113,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript,132000,19,39137,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL,171500,16,39140,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,136000,9,39157,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Python;Ruby;Rust;SQL,300000,20,39169,,,,,,,,,,,
Bash/Shell (all shells);C#;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;Python;Rust;SQL;TypeScript,155000,23,39184,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,120000,19,39216,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,125000,12,39224,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript,185000,8,39230,,,,,,,,,,,
C#;COBOL;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),105000,8,39264,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;Perl;PowerShell;Python;SQL,95000,7,39286,,,,,,,,,,,
Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust,215000,10,39314,,,,,,,,,,,
C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,105000,12,39327,,,,,,,,,,,
C;C#;C++;Go;Java;PowerShell;Python;Rust;TypeScript;Zig,60000,14,39340,,,,,,,,,,,
Bash/Shell (all shells);Elixir;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,270000,20,39364,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;Lua;Ruby;SQL;TypeScript,220000,30,39386,,,,,,,,,,,
Bash/Shell (all shells);Go;JavaScript;Python,169000,8,39408,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,91000,10,39409,,,,,,,,,,,
Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;Python;TypeScript,110000,7,39411,,,,,,,,,,,
Bash/Shell (all shells);C;Erlang;F#;Go;HTML/CSS;JavaScript;OCaml;Python;Scala;SQL;TypeScript;Gleam,250000,12,39413,,,,,,,,,,,
HTML/CSS;JavaScript;Python;Rust;Scala;SQL,260000,20,39427,,,,,,,,,,,
Bash/Shell (all shells);C#;GDScript;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript,230000,15,39504,,,,,,,,,,,
HTML/CSS;JavaScript;Perl;PHP;SQL;TypeScript,150000,25,39815,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;Lua;MicroPython;Python;R;SQL;TypeScript,160000,28,39926,,,,,,,,,,,
Bash/Shell (all shells);C#;Elixir;Erlang;GDScript;HTML/CSS;JavaScript;Lisp;Lua;Prolog;Python;Rust;SQL;TypeScript,190000,27,39992,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;Python;Rust;TypeScript,100000,10,40002,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Fortran;Java;Python;Rust,205000,23,40007,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell,160000,30,40009,,,,,,,,,,,
Ada;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lisp;PowerShell;Python;Rust;Zig,96000,14,40015,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python,43350,6,40035,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,151000,10,40055,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,65000,4,40061,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,175000,10,40092,,,,,,,,,,,
Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;SQL;TypeScript,93500,25,40098,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;Python;Rust;SQL;TypeScript,350000,16,40100,,,,,,,,,,,
Bash/Shell (all shells);C#;Dart;Go;Groovy;HTML/CSS;JavaScript;Kotlin;Rust;SQL;TypeScript,330000,12,40117,,,,,,,,,,,
Bash/Shell (all shells);Java;PowerShell;Python;Scala;SQL,150000,12,40131,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,160000,23,40134,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Python;SQL,95000,21,40136,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python;Rust;SQL;TypeScript;Zig,390000,12,40159,,,,,,,,,,,
Bash/Shell (all shells);Groovy;Java;PowerShell;SQL,119000,19,40164,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;MATLAB;MicroPython;PHP;PowerShell;Python;R;Rust;Swift,158000,15,40185,,,,,,,,,,,
Bash/Shell (all shells);C#;F#;JavaScript;PowerShell;Python;SQL,85000,16,40198,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;SQL;TypeScript,130000,21,40204,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,50000,25,40225,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,150000,5,40226,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,132000,30,40244,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net),80000,21,40268,,,,,,,,,,,
Bash/Shell (all shells);C;Elixir;Erlang;Go;JavaScript;Lisp;OCaml;Perl;Prolog;Python;Rust,244445,24,40325,,,,,,,,,,,
C;C++;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python,150000,20,40333,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,200000,30,40353,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,240000,23,40355,,,,,,,,,,,
JavaScript;Python,142000,17,40365,,,,,,,,,,,
Bash/Shell (all shells);C#;Dart;GDScript;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,91000,10,40367,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Python,221000,20,40377,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Perl;Python;Ruby;SQL,205000,28,40380,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;SQL,300000,27,40385,,,,,,,,,,,
Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust,250000,20,40386,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,160000,10,40390,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Dart;Java;PowerShell;Python;Swift,60000,5,40410,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;SQL,102000,13,40439,,,,,,,,,,,
Assembly;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Rust;SQL;Swift;TypeScript,128000,17,40461,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Perl;Python;SQL,140000,28,40468,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL,75000,8,40499,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL,240000,28,40571,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,90000,20,40574,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;Swift;VBA;Visual Basic (.Net),90880,24,40577,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;Scala;SQL;TypeScript,200000,27,40584,,,,,,,,,,,
HTML/CSS;JavaScript;Swift;TypeScript,168000,20,40592,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,160000,20,40603,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,88000,10,40610,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;Swift;TypeScript;Visual Basic (.Net),120000,13,40617,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,159000,18,40650,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;MicroPython;Python;SQL,88000,14,40654,,,,,,,,,,,
JavaScript,105000,6,40667,,,,,,,,,,,
HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,90000,18,40670,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,110000,11,40702,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;Groovy;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,180000,30,40712,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;SQL,100000,10,40720,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java,310000,12,40724,,,,,,,,,,,
C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;R;SQL;Swift,150000,3,40728,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,116000,17,40750,,,,,,,,,,,
Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,126000,7,40754,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,175000,26,40766,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),140000,15,40788,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Perl;PowerShell;Python;SQL,100000,8,40799,,,,,,,,,,,
Assembly;C;Go;JavaScript;Lua;Rust;SQL;TypeScript,200000,16,40803,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;TypeScript,150000,25,40813,,,,,,,,,,,
Assembly;C;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),120000,30,40828,,,,,,,,,,,
Go;JavaScript;Ruby;Rust;TypeScript,303000,14,40871,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python,70000,12,40883,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,135000,13,40887,,,,,,,,,,,
Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript,100000,15,40888,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,132000,23,40889,,,,,,,,,,,
Bash/Shell (all shells);C;JavaScript;Kotlin;TypeScript,100000,10,40890,,,,,,,,,,,
C#;Dart;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),100000,25,40894,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,52000,7,40900,,,,,,,,,,,
Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,115000,11,40901,,,,,,,,,,,
HTML/CSS;JavaScript;Ruby;SQL,210000,14,40905,,,,,,,,,,,
C++;HTML/CSS;Java;JavaScript;SQL,102000,20,40919,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;Groovy;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;TypeScript,218748,16,40925,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL,143500,12,40932,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,170000,18,40933,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,275000,14,40948,,,,,,,,,,,
JavaScript;TypeScript,145000,8,40952,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net),144500,10,40973,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Ruby;SQL;TypeScript,180000,25,40980,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript,90000,14,40986,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,43000,16,40996,,,,,,,,,,,
Groovy;HTML/CSS;Java;JavaScript;TypeScript,195000,27,40999,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,178000,30,41002,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;JavaScript;Lua;Python;TypeScript;Zig,105000,14,41007,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,100000,6,41012,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lisp;Perl;Python;Ruby;SQL;Visual Basic (.Net),130000,24,41017,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA,90000,30,41029,,,,,,,,,,,
HTML/CSS;Java;JavaScript;TypeScript,108160,3,41037,,,,,,,,,,,
Bash/Shell (all shells);Go;JavaScript;Python;SQL,180000,8,41039,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,225000,25,41042,,,,,,,,,,,
C#;GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,100000,20,41044,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;TypeScript,140000,30,41045,,,,,,,,,,,
HTML/CSS;JavaScript;Python;Ruby;SQL,262000,19,41051,,,,,,,,,,,
HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,90000,12,41071,,,,,,,,,,,
Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,215000,18,41114,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,87000,25,41131,,,,,,,,,,,
Dart;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,300000,20,41141,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;PowerShell;SQL,55000,30,41174,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Swift;TypeScript,118251,12,41175,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,120000,8,41196,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,208000,25,41205,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,130000,20,41214,,,,,,,,,,,
Bash/Shell (all shells);Go;JavaScript;Python;SQL,225000,17,41218,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,250000,25,41223,,,,,,,,,,,
C++;HTML/CSS;JavaScript;TypeScript,250000,29,41227,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,80000,10,41228,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;Swift,185000,23,41231,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,260000,9,41237,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,135000,29,41283,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;Scala;SQL;TypeScript;VBA,140000,12,41288,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,220000,21,41300,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,175000,30,41317,,,,,,,,,,,
C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL;TypeScript,135000,13,41321,,,,,,,,,,,
